Sample in Buffer,Sample in Window,TRIGGER,yq[17:0],yi[17:0],fifo3_data_Q[15:0],fifo3_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],yqk[17:0],yik[17:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
13480,13480,0,-19398,7862,-11297,12069,0,-741,-1290,16307,-6530,3438,22257,11759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,13481,0,-19398,7862,-11297,12069,1,-293,-1261,16307,-6530,3438,22257,11759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482,13482,0,7839,19391,-3907,3940,0,-293,-1261,16358,0,3438,25063,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13483,13483,0,7839,19391,-3907,3940,1,187,-1177,16358,0,3438,25063,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,13484,0,7839,19391,-3907,3940,0,187,-1177,16358,0,3438,25063,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13485,13485,0,7839,19391,-3907,3940,1,623,-1067,16358,0,3438,25063,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13486,13486,0,7839,19391,5277,-5390,0,623,-1067,16358,0,3746,23407,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,13487,0,7839,19391,5277,-5390,1,949,-970,16358,0,3746,23407,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488,13488,0,7839,19391,5277,-5390,0,949,-970,16358,0,3746,23407,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,13489,0,7839,19391,5277,-5390,1,1126,-919,16358,0,3746,23407,11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490,13490,0,7839,19391,12805,-14372,0,1126,-919,16358,0,3746,17127,14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13491,13491,0,7839,19391,12805,-14372,1,1145,-939,16358,0,3746,17127,14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492,13492,0,7839,19391,12805,-14372,0,1145,-939,16358,0,3746,17127,14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,13493,0,7839,19391,12805,-14372,1,1012,-1027,16358,0,3746,17127,14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13494,13494,0,7839,19391,16507,-21360,0,1012,-1027,16358,0,3850,7445,17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13495,13495,0,7839,19391,16507,-21360,1,741,-1163,16358,0,3850,7445,17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,13496,0,7839,19391,16507,-21360,0,741,-1163,16358,0,3850,7445,17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13497,13497,0,7839,19391,16507,-21360,1,360,-1312,16358,0,3850,7445,17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13498,13498,0,23407,11535,16452,-24787,0,360,-1312,16384,0,3850,-3180,20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13499,13499,0,23407,11535,16452,-24787,1,-80,-1431,16384,0,3850,-3180,20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,13500,0,23407,11535,16452,-24787,0,-80,-1431,16384,0,3850,-3180,20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13501,13501,0,23407,11535,16452,-24787,1,-518,-1480,16384,0,3850,-3180,20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502,13502,0,23407,11535,14631,-23480,0,-518,-1480,16384,0,3954,-11232,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503,13503,0,23407,11535,14631,-23480,1,-908,-1429,16384,0,3954,-11232,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,13504,0,23407,11535,14631,-23480,0,-908,-1429,16384,0,3954,-11232,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505,13505,0,23407,11535,14631,-23480,1,-1231,-1267,16384,0,3954,-11232,20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506,13506,0,23407,11535,13558,-17192,0,-1231,-1267,16384,-2716,3954,-14102,17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507,13507,0,23407,11535,13558,-17192,1,-1480,-1006,16384,-2716,3954,-14102,17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,13508,0,23407,11535,13558,-17192,0,-1480,-1006,16384,-2716,3954,-14102,17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,13509,0,23407,11535,13558,-17192,1,-1646,-660,16384,-2716,3954,-14102,17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13510,13510,0,23407,11535,14605,-7143,0,-1646,-660,16384,-2716,3954,-10789,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,13511,0,23407,11535,14605,-7143,1,-1716,-248,16384,-2716,3954,-10789,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,13512,0,23407,11535,14605,-7143,0,-1716,-248,16384,-2716,3954,-10789,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513,13513,0,23407,11535,14605,-7143,1,-1683,202,16384,-2716,3954,-10789,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,13514,0,-11232,20360,17113,3862,0,-1683,202,16373,0,3954,-2836,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515,13515,0,-11232,20360,17113,3862,1,-1561,640,16373,0,3954,-2836,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13516,13516,0,-11232,20360,17113,3862,0,-1561,640,16373,0,3954,-2836,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,13517,0,-11232,20360,17113,3862,1,-1377,1006,16373,0,3954,-2836,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518,13518,0,-11232,20360,18777,12160,0,-1377,1006,16373,0,3954,6445,-6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13519,13519,0,-11232,20360,18777,12160,1,-1168,1252,16373,0,3954,6445,-6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520,13520,0,-11232,20360,18777,12160,0,-1168,1252,16373,0,3954,6445,-6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521,13521,0,-11232,20360,18777,12160,1,-962,1356,16373,0,3954,6445,-6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522,13522,0,-11232,20360,17068,14697,0,-962,1356,16373,-25644,3954,13653,-15511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13523,13523,0,-11232,20360,17068,14697,1,-768,1305,16373,-25644,3954,13653,-15511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13524,13524,0,-11232,20360,17068,14697,0,-768,1305,16373,-25644,3954,13653,-15511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13525,13525,0,-11232,20360,17068,14697,1,-574,1089,16373,-25644,3954,13653,-15511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,13526,0,-11232,20360,10842,10569,0,-574,1089,16373,-25644,3998,16792,-22215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13527,13527,0,-11232,20360,10842,10569,1,-364,709,16373,-25644,3998,16792,-22215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,13528,0,-11232,20360,10842,10569,0,-364,709,16373,-25644,3998,16792,-22215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529,13529,0,-11232,20360,10842,10569,1,-135,208,16373,-25644,3998,16792,-22215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530,13530,0,6445,-6567,1189,1705,0,-135,208,16283,0,3998,16285,-25146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13531,13531,0,6445,-6567,1189,1705,1,103,-332,16283,0,3998,16285,-25146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532,13532,0,6445,-6567,1189,1705,0,103,-332,16283,0,3998,16285,-25146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533,13533,0,6445,-6567,1189,1705,1,338,-810,16283,0,3998,16285,-25146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534,13534,0,6445,-6567,-9021,-7830,0,338,-810,16283,0,4042,14348,-23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535,13535,0,6445,-6567,-9021,-7830,1,562,-1150,16283,0,4042,14348,-23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536,13536,0,6445,-6567,-9021,-7830,0,562,-1150,16283,0,4042,14348,-23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,13537,0,6445,-6567,-9021,-7830,1,775,-1320,16283,0,4042,14348,-23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,13538,0,6445,-6567,-16612,-13660,0,775,-1320,16283,0,4042,13493,-16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13539,13539,0,6445,-6567,-16612,-13660,1,983,-1325,16283,0,4042,13493,-16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13540,13540,0,6445,-6567,-16612,-13660,0,983,-1325,16283,0,4042,13493,-16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13541,13541,0,6445,-6567,-16612,-13660,1,1189,-1175,16283,0,4042,13493,-16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542,13542,0,6445,-6567,-19764,-13094,0,1189,-1175,16283,0,4446,14874,-5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13543,13543,0,6445,-6567,-19764,-13094,1,1386,-888,16283,0,4446,14874,-5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544,13544,0,6445,-6567,-19764,-13094,0,1386,-888,16283,0,4446,14874,-5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13545,13545,0,6445,-6567,-19764,-13094,1,1543,-489,16283,0,4446,14874,-5723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13546,13546,0,14348,-23186,-18913,-6232,0,1543,-489,16384,0,4446,17541,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13547,13547,0,14348,-23186,-18913,-6232,1,1619,-28,16384,0,4446,17541,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,13548,0,14348,-23186,-18913,-6232,0,1619,-28,16384,0,4446,17541,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13549,13549,0,14348,-23186,-18913,-6232,1,1592,436,16384,0,4446,17541,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550,13550,0,14348,-23186,-16336,4352,0,1592,436,16384,0,4850,18990,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13551,13551,0,14348,-23186,-16336,4352,1,1465,850,16384,0,4850,18990,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13552,13552,0,14348,-23186,-16336,4352,0,1465,850,16384,0,4850,18990,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13553,13553,0,14348,-23186,-16336,4352,1,1259,1178,16384,0,4850,18990,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13554,13554,0,14348,-23186,-14676,15008,0,1259,1178,16384,-1394,4850,16729,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13555,13555,0,14348,-23186,-14676,15008,1,990,1401,16384,-1394,4850,16729,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556,13556,0,14348,-23186,-14676,15008,0,990,1401,16384,-1394,4850,16729,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557,13557,0,14348,-23186,-14676,15008,1,666,1510,16384,-1394,4850,16729,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,13558,0,14348,-23186,-15267,22599,0,666,1510,16384,-1394,4850,9865,9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,13559,0,14348,-23186,-15267,22599,1,300,1504,16384,-1394,4850,9865,9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560,13560,0,14348,-23186,-15267,22599,0,300,1504,16384,-1394,4850,9865,9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,13561,0,14348,-23186,-15267,22599,1,-85,1405,16384,-1394,4850,9865,9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,13562,0,18990,13134,-17251,25429,0,-85,1405,16378,0,4850,-319,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563,13563,0,18990,13134,-17251,25429,1,-457,1251,16378,0,4850,-319,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,13564,0,18990,13134,-17251,25429,0,-457,1251,16378,0,4850,-319,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565,13565,0,18990,13134,-17251,25429,1,-777,1092,16378,0,4850,-319,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13566,13566,0,18990,13134,-18080,23309,0,-777,1092,16378,0,4850,-10466,-9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13567,13567,0,18990,13134,-18080,23309,1,-1003,971,16378,0,4850,-10466,-9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568,13568,0,18990,13134,-18080,23309,0,-1003,971,16378,0,4850,-10466,-9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13569,13569,0,18990,13134,-18080,23309,1,-1107,919,16378,0,4850,-10466,-9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13570,13570,0,18990,13134,-15180,17112,0,-1107,919,16378,-26822,4850,-17612,-14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13571,13571,0,18990,13134,-15180,17112,1,-1078,948,16378,-26822,4850,-17612,-14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572,13572,0,18990,13134,-15180,17112,0,-1078,948,16378,-26822,4850,-17612,-14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13573,13573,0,18990,13134,-15180,17112,1,-917,1051,16378,-26822,4850,-17612,-14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13574,13574,0,18990,13134,-7808,8300,0,-917,1051,16378,-26822,4874,-20001,-12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13575,13575,0,18990,13134,-7808,8300,1,-634,1203,16378,-26822,4874,-20001,-12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13576,13576,0,18990,13134,-7808,8300,0,-634,1203,16378,-26822,4874,-20001,-12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13577,13577,0,18990,13134,-7808,8300,1,-255,1360,16378,-26822,4874,-20001,-12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578,13578,0,-10466,-9215,2055,-1339,0,-255,1360,16279,0,4874,-18584,-4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13579,13579,0,-10466,-9215,2055,-1339,1,171,1473,16279,0,4874,-18584,-4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13580,13580,0,-10466,-9215,2055,-1339,0,171,1473,16279,0,4874,-18584,-4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13581,13581,0,-10466,-9215,2055,-1339,1,588,1503,16279,0,4874,-18584,-4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13582,13582,0,-10466,-9215,10422,-9895,0,588,1503,16279,0,4898,-15891,6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13583,13583,0,-10466,-9215,10422,-9895,1,955,1429,16279,0,4898,-15891,6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13584,13584,0,-10466,-9215,10422,-9895,0,955,1429,16279,0,4898,-15891,6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13585,13585,0,-10466,-9215,10422,-9895,1,1249,1252,16279,0,4898,-15891,6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,13586,0,-10466,-9215,13339,-15735,0,1249,1252,16279,-22324,4898,-14534,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13587,13587,0,-10466,-9215,13339,-15735,1,1455,985,16279,-22324,4898,-14534,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
